ID,Severity,Start_Time,End_Time,Distance(mi),Description,Zipcode,Weather_Timestamp,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Duration,Region,State_CA,State_FL,State_Others,State_TX,City_Charlotte,City_Houston,City_Los Angeles,City_Miami,City_Orlando,City_Others,Weather_Condition_Encoded,Weather_Condition_Clear / Cloudy,Weather_Condition_Fog / Low Visibility,Weather_Condition_Others,Weather_Condition_Rain,Weather_Condition_Snow,Weather_Condition_Thunderstorms / Severe Weather
A-7719422,2,980,1009,0.463,Between Olivera Rd and CA-4 - Accident. Lane blocked.,94520,2019-05-07 15:53:00,71.0,44.0,29.96,10.0,W,15.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-5418940,2,1000,1078,0.458,Incident on I-81 NB near MM 13 Expect long delays.,24202,2022-04-15 16:35:00,72.0,13.0,27.88,10.0,WNW,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-5227092,2,780,858,1.346,Incident on I-40 WB near I-40 Right shoulder closed.,72118,2022-04-13 12:57:00,70.0,83.0,29.37,3.0,SSW,15.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,7,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0
A-4595361,2,1078,1107,0.201,Slow traffic on Pennsylvania Ave NW from Rock Creek and Potomac Pkwy (L St) to New Hampshire Ave (L St) due to accident.,20037,2022-12-15 17:52:00,45.0,93.0,29.78,5.0,NNE,10.0,0.14,1,0,0,0,0,0,0,0,0,1,0,0,0,29,2,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0
A-6297900,2,1092,1213,0.126,Stationary traffic on TX-354 from E Jefferson Blvd / S Beckley Ave to W 12th St due to accident.,75208,2021-09-10 17:53:00,89.0,28.0,29.27,10.0,S,12.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,121,7,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0
A-4116836,4,1260,345,0.934,Construction on I-215 SB near WASHINGTON AVE Road closed. Take alternate route.,92411,2022-01-22 20:51:00,61.0,16.0,28.87,10.0,N,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-915,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-6538782,2,412,517,0.698,Incident on I-59 NB near MM 137 Drive with caution.,35235,2021-02-15 06:53:00,35.0,92.0,29.32,1.0,ENE,6.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,105,3,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0
A-5205562,2,1033,1113,0.789,Incident on TN-6 SB near MM 11 Road closed. Take alternate route.,37206,2022-05-28 16:53:00,72.0,55.0,29.32,10.0,E,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-7274220,2,262,319,0.0,At US-89/E 300 S/E 3rd S - Accident.,84601-1602,2020-02-24 03:56:00,35.0,54.0,25.6,10.0,NNW,23.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,57,8,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-1886499,3,799,630,1.75,Entry ramp to I-29 Southbound from 155th St closed due to flooding.,51654-5064,2019-07-14 13:15:00,89.0,55.0,28.77,10.0,SSE,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-169,5,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-5733578,2,445,572,0.301,NYSDOT - Region 11: Crash on NY 440 southbound Exit 3 - Veterans Road East; Ramp (Staten Island) 1 Left lane of 3 lanes closed,10309,2021-08-23 07:15:00,72.0,95.0,29.72,5.0,W,7.0,0.04,0,0,0,0,1,0,0,0,0,0,0,0,0,127,1,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0
A-1052324,2,1000,1096,0.0,Lane blocked due to accident on Mt Judah Dr at Red Mountain Rd.,96161-3422,2021-05-10 16:45:00,64.0,8.0,24.21,10.0,N,14.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-4511815,2,808,952,1.817,Incident on E I-10 WB near DALRYMPLE DR Drive with caution.,70808,2022-12-10 13:07:00,76.0,69.0,30.02,10.0,W,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,7,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-5060978,2,997,1066,0.498,Slow traffic on W Oak Ridge Rd from FL-423/S John Young Pkwy to Millenia Blvd due to accident.,32839,2022-12-23 16:53:00,63.0,56.0,29.9,10.0,W,17.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0
A-3713838,2,328,459,2.153,Accident on I-580 W from CA-132 (I-580) to CR-J2/Corral Hollow Rd (I-580).,95377,2022-11-02 05:53:00,48.0,86.0,29.64,10.0,NNW,5.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,131,9,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0
A-5411959,2,1068,1148,0.034,Incident on MAIN ST near N CANNON AVE Drive with caution.,19446-2116,2022-09-16 17:55:00,75.0,45.0,29.83,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,80,1,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-3116900,3,822,851,0.0,Accident on I-59 Southbound at Exit 5A LA-3081 Pine St.,70452,2017-12-08 13:53:00,33.1,96.0,30.06,7.0,NNW,8.1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0
A-6466112,2,378,478,0.172,Incident on I-40 EB near MM 199 Expect long delays.,37221,2021-02-14 06:04:00,23.0,85.0,29.58,2.0,NNW,9.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,100,3,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-3642775,3,148,508,0.98,Between IL-173/Rosecrans Rd and Old US-41 - Accident.,60083,2017-07-12 02:38:00,68.0,100.0,29.9,3.0,West,6.9,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,360,6,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0
A-6105644,2,981,1211,0.006,Accident on N Topanga Canyon Blvd (North) (CA-27) from Mulholland Dr (CA-27) to CA-27.,91364,2021-07-07 15:51:00,92.0,30.0,28.93,10.0,ESE,10.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,230,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-2510898,3,708,764,0.0,Accident on I-95 Northbound before SC-38.,29565,2018-10-10 11:55:00,75.2,94.0,29.99,3.0,ESE,9.2,0.14,0,0,0,0,1,0,0,0,0,0,0,0,0,56,2,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0
A-1476691,2,402,431,0.0,Accident on US-202 at PA-63 Welsh Rd.,19454-1821,2020-05-21 06:35:00,43.0,98.0,30.06,5.0,NE,6.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,29,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-3062932,2,1003,1032,0.0,Accident on Ardrey Kell Rd at Blakeney Park Dr.,28277,2018-01-12 16:46:00,62.1,100.0,29.6,3.0,SSE,4.6,0.09,0,0,1,0,0,0,0,0,0,0,0,0,0,29,2,0,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0
A-1150403,2,491,581,1.309999942779541,Accident on exit ramp from I-66 Eastbound at Exit 52 to Lee Hwy Westbound.,20121,2021-02-16 07:56:00,36.0,97.0,29.44,2.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0
A-1812804,3,469,514,0.0,Lane closed on exit ramp due to accident on I-405 Southbound at I-5 Marquam Bridge.,97201,2019-11-11 07:53:00,47.0,93.0,30.24,10.0,WNW,7.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,45,9,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-6875640,2,244,385,0.877,Stationary traffic from I-75 (South) (I-75 HOV Lane) to US-41/Northside Dr NW (I-75 HOV Lane) due to accident.,30309,2020-10-17 03:53:00,43.0,82.0,29.34,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,3,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-1591172,2,1008,1037,0.0,Accident on Bay View Dr at Billy Mc Rd.,29545-4764,2020-01-14 16:55:00,71.0,89.0,30.04,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-1774206,2,342,474,0.0,Earlier accident on MA-3 Northbound before Union St.,02184,2019-10-24 06:53:00,36.0,81.0,30.2,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-6628545,2,127,286,0.0069999999999999,Incident on US-10 WB near 32ND ST Drive with caution.,56304-2351,2020-10-21 02:02:00,32.0,96.0,28.87,7.0,SW,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,5,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-1902005,3,1282,1340,0.0,#3 #4 #2 lane blocked due to accident on I-80 Westbound at Exit 19 NV-659 Mccarran Blvd.,89431,2019-09-09 20:55:00,63.0,38.0,25.43,10.0,W,17.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,8,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-1621688,2,523,598,0.0,Accident on KY-17 at KY-536 Harris Pkwy.,41051,2020-01-31 08:52:00,32.0,85.0,29.18,1.0,NNE,7.0,0.01,0,0,1,0,0,0,0,0,0,0,0,1,0,75,4,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0
A-6639301,2,1045,1411,2.34,Slow traffic on Riverside Fwy W - CA-91 W from Adams St (CA-91) to La Sierra Ave (CA-91) due to accident.,92503-4338,2020-11-24 17:53:00,62.0,56.0,29.16,10.0,W,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-4158610,2,481,558,0.27,Incident on CA-198 WB near CA-63 Expect delays.,93291,2022-10-06 07:56:00,63.0,78.0,29.71,7.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-5291717,2,378,727,0.741,Slow traffic from I-278/Triborough Bridge/Exit 17 (FDR Dr) to 106th St/Exit 15 (FDR Dr) due to accident.,10035,2022-05-11 05:51:00,54.0,30.0,30.17,10.0,NE,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,1,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-6108901,2,279,797,0.119,Slow traffic on FL-9 - FL-924 from NW 117th St to NW 27th Pl due to accident.,33167-2605,2021-03-09 04:53:00,68.0,55.0,30.34,10.0,E,15.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,3,0,1,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0
A-1596597,2,371,431,0.0,Accident on I-40 Eastbound at Fesslers Ln.,37210,2020-01-16 05:53:00,48.0,71.0,29.78,10.0,N,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-6670381,2,628,733,0.257,Incident on US-61 NB near LA-64 Right lane blocked. Expect delays.,70791-8138,2020-09-28 10:53:00,85.0,77.0,29.78,10.0,W,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,7,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-5871352,2,884,904,0.347,Slow traffic from Smu Blvd to E Mockingbird Ln due to accident.,75205,2021-05-26 14:53:00,89.0,48.0,29.55,10.0,S,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
A-227659,2,825,855,0.01,Accident on Dixie Dr at Timber Ln.,45414-4528,2016-04-21 13:56:00,64.0,80.0,29.91,9.0,SSE,9.2,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0
A-7709887,3,520,550,1.375,At John F Kennedy Blvd - Accident.,77032,2019-04-16 08:53:00,69.0,81.0,29.97,10.0,SSE,12.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,7,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
A-1287345,3,794,877,0.0,Lane blocked due to accident on I-565 Eastbound at Exits 17 17A 17B AL-53 Jordan Ln.,35805,2020-10-31 12:58:00,64.0,51.0,29.52,10.0,SSE,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,3,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-1437660,2,415,475,0.0,Two lanes blocked due to accident on US-40 Patrick St Westbound at Mccain Dr.,21703,2020-08-26 06:47:00,70.0,78.0,29.7,10.0,W,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-6972880,2,1389,68,0.913,Incident on I-40 WB near FESSLERS LN Expect long delays.,37210,2020-10-20 22:53:00,63.0,87.0,29.5,10.0,S,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1321,3,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-3719963,2,33,128,0.865,Incident on SR-869 SB near MM 11 Expect delays.,33065,2022-04-30 00:53:00,76.0,74.0,30.01,10.0,E,15.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,95,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-1609962,2,587,677,0.0,Accident on Research Blvd Northbound before Balcones Woods Dr.,78759-5236,2020-01-24 09:51:00,52.0,69.0,29.52,10.0,WNW,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,7,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0
A-1626252,2,421,466,0.0,Accident on FL-434 at I-4 Exit 94.,32750,2020-02-03 06:53:00,46.0,93.0,30.1,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-4332918,2,751,787,2.061,Stationary traffic on US-23 N from Grand Blanc Rd/Exit 88 (US-23) to Hill Rd/Exit 90 (US-23) due to accident.,48507,2022-05-25 12:53:00,63.0,87.0,29.27,6.0,ESE,14.0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0
A-1818167,2,1131,1336,0.0,Accident on Ardenwood Dr at Howell Dr.,70805-7212,2019-11-13 18:53:00,46.0,51.0,30.14,10.0,SE,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,7,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-4409598,2,397,487,0.7390000000000001,Incident on I-70 WB near MO-AA Left lane blocked.,64014,2022-02-02 06:53:00,16.0,88.0,29.14,1.0,N,22.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,6,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0
A-5964344,2,973,984,0.911,Slow traffic on I-80 E from I-80/US-50/Capital City Fwy (I-80) to El Camino Ave (I-80) due to accident.,95605,2021-06-07 15:53:00,77.0,30.0,29.75,10.0,S,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-887674,3,739,784,0.4000000059604645,Two lanes blocked due to accident on US-41 14th St Southbound from 60th Ave to Bayshore Gardens Pkwy.,34207-4621,2021-09-23 11:53:00,84.0,72.0,29.86,10.0,CALM,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,45,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-2151374,2,385,416,0.0,Slow traffic due to accident on CO-470 Eastbound after CO-177 University Blvd. Emergency vehicles at scene.,80126,2019-04-05 06:53:00,43.0,60.0,24.12,10.0,ESE,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,8,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-2138069,2,1017,1077,0.0,Accident on Sawmill Rd at Lead Mine Rd.,27615-4826,2019-05-02 16:51:00,84.0,37.0,29.66,10.0,SW,12.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,60,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-760288,3,423,452,7.440000057220459,Right lane blocked due to accident on I-294 Tri-State Tollway Southbound between Exit 22 75th St and US-12 95th St.,60455,2021-12-30 06:53:00,36.0,67.0,29.25,10.0,E,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-5466906,2,828,955,0.049,MD 65 SOUTH AT COL HENRY K DOUGLAS DR,21740-1414,2021-09-05 13:53:00,72.0,84.0,29.09,10.0,S,9.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,127,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-6580525,2,1044,1220,0.232,Motor Vehicle Accident (2 Vehicle) on I-91 Northbound between Exits 6 and 8. The 2 left lanes are closed. Reported Saturday December 26 at 9:23 am.,06513,2020-12-26 17:53:00,33.0,52.0,29.88,10.0,WSW,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-1234522,2,1108,1168,0.0,Lane blocked due to accident on NC-16 Providence Rd at Mckee Rd.,28277,2020-12-10 18:53:00,48.0,66.0,29.44,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,2,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0
A-3627197,2,506,866,0.124,At CR-30/CR-630/Vaux Hall Rd - Accident.,07083,2017-06-06 08:51:00,55.9,90.0,29.75,10.0,NE,10.4,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-1760405,2,1150,1195,0.0,Accident on 30th Ave at 31st St.,33713-2630,2019-10-17 18:53:00,80.0,71.0,29.85,10.0,N,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-5651853,2,1191,1267,0.063,Incident on S TAMIAMI TRL near COMMERCE DR Drive with caution.,34135-7077,2021-03-26 19:53:00,78.0,81.0,30.11,9.0,S,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-4856829,2,1117,1240,0.124,Slow traffic on FL-482 - US-92 W - US-441 S - US-17 S from Barber Rd to Skyview Dr / Summer Day Ln due to accident.,32809,2022-03-20 18:53:00,77.0,24.0,30.02,10.0,NE,12.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,123,3,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0
A-6826909,2,1409,87,0.028,Incident on HEMPLAND RD near CENTERVILLE RD Expect delays.,17601,2020-12-30 23:53:00,44.0,51.0,29.57,10.0,SSW,10.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1322,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-5411692,2,1131,1210,1.6840000000000002,Incident on I-80 WB near I-80 Drive with caution.,95714,2022-11-07 18:52:00,29.0,96.0,24.5,0.25,S,10.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,79,9,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0
A-4539953,2,739,814,0.054,Incident on BROOK RD near BENTLEY ST Drive with caution.,23227-2902,2022-07-01 11:54:00,89.0,57.0,29.91,10.0,S,14.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-5533082,2,910,1001,0.029,NYSDOT TMC - Albany: Crash on CR-108 westbound area of RT-67 (Malta) right shoulder closed,12020-4478,2021-11-13 14:58:00,43.0,87.0,29.24,6.0,WSW,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,1,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0
A-6246870,2,919,1022,0.123,Incident on HASBROUCK DR near HOUSE 101 Expect delays.,27523,2021-11-01 14:51:00,68.0,47.0,29.73,10.0,VAR,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-7205284,2,519,549,0.0,At US-61/US-190/Airline Hwy - Accident.,70815-8902,2020-04-29 08:42:00,62.0,93.0,29.85,8.0,S,12.0,0.04,0,0,1,0,0,0,1,0,0,0,0,1,0,30,7,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0
A-5416178,2,852,909,0.5489999999999999,Stationary traffic on US-41 S from SW 122nd Ave (US-41) to FL-985/107th Ave (US-41) due to accident.,33184,2022-03-08 13:53:00,84.0,61.0,30.02,10.0,SSE,16.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
A-685856,3,287,317,0.0,Left lane blocked due to crash on I-465 Eastbound after Exit 7 Mann Rd.,46217,2022-03-08 04:54:00,30.0,72.0,29.38,10.0,NNW,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-5136797,2,974,995,0.778,Slow traffic on US-501 N - US-501 S from US-501 Bus (Red Hill)/SC-544 (US-501) to US-701/Church St/4th Ave (US-501) due to accident.,29526-8305,2022-01-03 16:15:00,46.0,62.0,30.08,10.0,NNW,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-6959552,2,1112,1211,0.125,Incident on 11TH ST near HOUSE 18572 Expect delays.,92316-3316,2020-10-07 18:53:00,75.0,57.0,29.0,10.0,W,7.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,99,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-6983645,2,961,996,0.0,At I-195/VA-195/Downtown Expy - Accident.,23219,2020-05-27 15:54:00,79.0,64.0,29.94,10.0,E,9.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,35,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-6420653,2,104,239,0.0069999999999999,Incident on S ORANGE BLOSSOM TRL SB near SUN LIFE PATH Right lane blocked. Expect delays.,32809-7608,2021-01-31 01:53:00,56.0,84.0,30.05,10.0,SSE,3.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,135,3,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0
A-2032256,3,461,520,0.0,2 left lane blocked due to accident on I-95 Northbound before Exits 69 69A 69B Belvedere Rd.,33405,2019-06-04 07:53:00,83.0,77.0,30.01,10.0,S,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-4062126,2,1027,1153,2.547,Stationary traffic on I-495 W from US-1/Baltimore Ave/Exit 25 (Capital Beltway/I-495) to MD-193/University Blvd/Exit 29 (Capital Beltway/I-495) due to accident.,20783,2022-11-11 17:15:00,72.0,92.0,29.61,10.0,SE,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-1928026,3,457,519,0.0,Left lane blocked due to accident on I-290 Eisenhower Expy Eastbound at S Laramie Ave.,60644,2019-08-22 07:53:00,71.0,75.0,29.32,10.0,N,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-6186669,2,1363,50,0.251,ConnDOT: Crash (1 Vehicle) on the Milford Connector Northbound Ramp to RT 15 South. Reported Monday December 27 at 10:38 pm.,06461,2021-12-27 22:52:00,34.0,89.0,29.87,10.0,NNE,3.0,0.06,0,0,0,0,1,0,0,0,0,0,0,0,0,-1313,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-5456624,2,1018,1152,0.077,Accident from Osborne St to Barsby St.,92084-2532,2022-04-05 16:53:00,65.0,70.0,29.5,10.0,WSW,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-7216616,2,490,519,0.955,At Belt Line Rd - Accident.,75006,2020-01-10 07:47:00,68.0,83.0,29.15,7.0,SSE,17.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
A-4288751,2,481,561,0.0069999999999999,Incident on GROVE BARTON RD near LYNN RD Drive with caution.,27613,2022-10-13 07:51:00,66.0,93.0,29.44,3.0,S,7.0,0.03,0,0,1,0,0,0,0,0,0,0,0,1,0,80,2,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0
A-2611946,2,442,471,0.0,Accident on US-41 Murfreesboro Pike at Scott Valley Dr.,37217-3552,2018-09-27 07:33:00,63.0,93.0,30.0,1.5,North,6.9,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0
A-1038898,3,484,563,0.0,Right hand shoulder closed due to multi-vehicle accident on I-64 Hampton Roads Bltwy Eastbound at Exit 281 VA-165 Military Hwy.,23502,2021-05-19 07:59:00,63.0,81.0,30.37,10.0,W,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-4379980,2,877,1200,4.002,Slow traffic on I-4 W from FL-482/Sand Lake Rd/Exit 29 (I-4) to CR-535/Exit 27 (I-4) due to accident.,32819,2022-11-02 14:53:00,86.0,59.0,30.0,10.0,NNE,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A-5819877,2,776,836,0.039,A crash has occurred causing no to minimum delays. Use caution.,97032,2021-09-23 12:53:00,67.0,61.0,30.04,10.0,N,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,9,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
